time_identifier,year_breakdown,time_period,geographic_level,country_code,country_name,school_type,characteristic_group,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 3,608758,217766264,10006535,8272750,1733785,4.59508,3.79891,0.79617,62733,10.30508,20717707,3097256,2260086,837170,14.9498,10.90896,4.04084,5974285,534240,59034,237,41719,1114836,18525,31721,482877,8257474,568154,136985,847120,177636,1729895,9987369
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 4,594724,213306755,9660162,7998771,1661391,4.52877,3.74989,0.77887,59976,10.08468,20010587,2988204,2194855,793349,14.93312,10.96847,3.96465,5781010,518078,56280,254,41293,1049569,15451,38921,482412,7983268,539985,124731,823571,169350,1657637,9640905
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 5,575653,207219515,9380788,7797366,1583422,4.52698,3.76285,0.76413,59027,10.25392,19769865,2970505,2209855,760650,15.02542,11.1779,3.84752,5656422,508934,54366,605,39155,968952,14362,44345,494982,7782123,503893,109451,799387,166907,1579638,9361761
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 6,547765,199734658,8840559,7370911,1469648,4.42615,3.69035,0.7358,53074,9.68919,18243327,2765081,2072114,692967,15.15667,11.3582,3.79847,5342400,502895,50520,1300,32380,823818,12196,50771,540723,7357003,458690,95980,757843,153511,1466024,8823027
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 7,548561,198662000,9571082,7959808,1611274,4.81777,4.00671,0.81106,64088,11.68293,21938682,3571612,2616651,954961,16.27998,11.92711,4.35286,6098183,578639,44888,1853,14151,451650,5678,132843,548875,7876760,358953,43586,998368,197009,1597916,9474676
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 8,561146,202227898,11301005,9020603,2280402,5.58825,4.46061,1.12764,84961,15.14062,28990161,4935194,3434136,1501058,17.02369,11.84587,5.17782,6687971,766195,45804,2838,18255,512224,7238,213589,677189,8931303,435660,72177,1490606,264643,2263086,11194389
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 9,576048,207536757,12741549,9799126,2942423,6.13942,4.72163,1.41778,101065,17.54454,34509826,6213010,4131387,2081623,18.0036,11.97163,6.03197,7162833,914581,44863,2848,15327,477045,5627,287477,791276,9701877,465493,119800,1998889,332162,2916344,12618221
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 10,578295,209409850,13509125,9821791,3687334,6.45105,4.69022,1.76082,107376,18.56769,37057827,7192924,4423149,2769775,19.41,11.9358,7.4742,7116223,966890,44170,23545,12828,329923,4475,333778,894780,9726612,423953,186984,2646010,401562,3658509,13385121
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 11,576008,171534649,11979206,8585768,3393438,6.98355,5.00527,1.97828,116630,20.24798,34036194,6956098,4239579,2716519,20.43736,12.45609,7.98127,5726040,794833,35535,765590,8173,141958,1962,212317,844494,8530902,219442,214361,2563337,379678,3376818,11907720
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year 12 and above,765,195445,15528,9985,5543,7.94495,5.10885,2.83609,226,29.54248,55259,9932,6227,3705,17.97354,11.26875,6.70479,4054,645,83,3257,9,228,0,95,1469,9840,263,260,1833,3166,5522,15362
Academic year,six half terms,201213,National,E92000001,England,Total,NC Year,NC Year Not followed or missing,42120,1533511,265915,147012,118903,17.34027,9.58663,7.75365,18399,43.68234,605828,240487,126133,114354,39.69559,20.81994,18.87565,56980,8123,293,347,3183,6061,174,8225,61871,145257,7315,1920,94608,14701,118544,263801
Academic year,six half terms,201213,National,E92000001,England,Total,FSM,FSM eligible,1123850,392426664,29990356,20697278,9293078,7.64228,5.27418,2.36811,285980,25.44646,96666470,17528140,10635636,6892504,18.1326,11.0024,7.13019,15292776,1625552,132861,58545,90575,928667,19457,545101,1885459,20578993,945885,633059,6681879,973891,9234714,29813707
Academic year,six half terms,201213,National,E92000001,England,Total,FSM,FSM Not eligible,5232958,1880638271,88829207,74332690,14496517,4.72335,3.95252,0.77083,548136,10.47469,187548862,30059472,22238532,7820940,16.02754,11.85746,4.17008,54042959,5638049,417235,743994,202444,7296608,105403,772839,4704193,73923724,4246319,776102,7795594,1608428,14426443,88350167
Academic year,six half terms,201213,National,E92000001,England,Total,FSM,FSM unclassified,120917,9176358,1320613,778813,541800,14.39147,8.48717,5.9043,49197,40.68659,3516759,1128855,619340,509515,32.0993,17.6111,14.4882,355958,36606,5790,526,17261,39637,2113,78831,240963,777685,43213,15062,423558,59025,540858,1318543
Academic year,six half terms,201213,National,E92000001,England,Total,FSM ever 6,FSM eligible in last 6 years,1772533,632792102,45056917,31801470,13255447,7.12033,5.02558,2.09476,401129,22.63027,138635025,24778636,15254740,9523896,17.87329,11.00353,6.86976,23490524,2470568,211472,112496,107514,1610453,30653,821057,2758771,31613508,1573393,856528,9326466,1421537,13177924,44791432
Academic year,six half terms,201213,National,E92000001,England,Total,FSM ever 6,FSM not eligible in last 6 years,4459953,1622790596,72529682,62392400,10137282,4.46944,3.84476,0.62468,404388,9.06709,141626061,22013934,17133756,4880178,15.5437,12.09788,3.44582,45296502,4732144,337235,682602,171355,6543071,93236,476680,3726786,62059611,3550422,533425,4890845,1115374,10090066,72149677
Academic year,six half terms,201213,National,E92000001,England,Total,FSM ever 6,FSM unclassified in last 6 years,245239,26658595,2553577,1614911,938666,9.57881,6.05775,3.52106,77796,31.72252,7471005,1923897,1105012,818885,25.75152,14.79067,10.96084,904667,97495,7179,7967,31411,111388,3084,99034,345058,1607283,111602,34270,683720,104433,934025,2541308
Academic year,six half terms,201213,National,E92000001,England,Total,SEN Provision,SEN provision No identified SEN,5084697,1807091420,86332691,70677773,15654918,4.77744,3.91113,0.8663,569065,11.19172,188848514,29967393,21233425,8733968,15.86848,11.24363,4.62485,52234437,4998950,438511,681011,167874,6735105,98692,535486,4410104,70300170,4127413,879897,8787499,1780957,15575766,85875936
Academic year,six half terms,201213,National,E92000001,England,Total,SEN Provision,SEN provision With statement,187622,65649390,5365141,4306707,1058434,8.17242,6.56016,1.61225,47489,25.311,15985619,3362569,2500389,862180,21.03496,15.64149,5.39347,2639215,576641,15399,18771,9660,278441,7886,148948,563311,4258272,107160,59051,798778,83405,1048394,5306666
Academic year,six half terms,201213,National,E92000001,England,Total,SEN Provision,SEN provision SEN without statement,1164086,408252837,28198208,20697085,7501123,6.90705,5.06967,1.83737,248546,21.35117,82359034,15159057,9645190,5513867,18.40606,11.71115,6.69491,14772213,1719591,101722,102938,129566,1246825,20253,704201,1797648,20594957,993732,483378,5221424,762604,7461138,28056095
Academic year,six half terms,201213,National,E92000001,England,Total,SEN Provision,SEN provision Unclassified,41320,1247646,244136,127216,116920,19.56773,10.19648,9.37125,18213,44.07793,538924,227448,114504,112944,42.2041,21.24678,20.95731,45828,5025,254,345,3180,4541,142,8136,59552,127003,7112,1897,93330,14378,116717,243720
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Autistic spectrum disorder,59609,21478736,1398783,1171966,226817,6.51241,5.4564,1.05601,10900,18.28583,3813322,730470,562898,167572,19.15574,14.76136,4.39438,777333,114958,3780,5286,1000,86819,1769,25709,145950,1162604,34050,17022,149303,24592,224967,1387571
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Hearing impairment,13064,4723658,300601,246865,53736,6.36373,5.22614,1.13759,2433,18.6237,857625,142980,107172,35808,16.67162,12.49637,4.17525,163103,42810,1670,1363,429,15830,340,3173,16361,245079,10922,3203,32889,6386,53400,298479
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Moderate learning difficulty,120416,43107038,3211968,2307224,904744,7.45115,5.35231,2.09883,28395,23.58075,9855834,1849981,1160191,689790,18.77042,11.77162,6.9988,1619269,221457,9838,7674,24685,128632,2674,66470,214546,2295245,101811,53846,660471,84747,900875,3196120
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Multi-sensory impairment,808,295745,23893,21340,2553,8.07892,7.21568,0.86324,216,26.73267,78401,14773,12896,1877,18.84287,16.44877,2.3941,13557,3764,85,26,0,1249,59,170,1596,20506,738,176,1133,409,2456,22962
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Other difficulty/disability,23411,8357638,738394,563070,175324,8.83496,6.73719,2.09777,6619,28.27303,2301978,484967,340560,144407,21.0674,14.79423,6.27317,386320,74882,1744,2658,2687,27536,380,13197,50161,559565,18157,10519,127651,17771,174098,733663
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Physical disability,21685,7819713,753745,673686,80059,9.63904,8.61523,1.02381,7185,33.1335,2561786,508570,447994,60576,19.85217,17.48757,2.3646,430460,144764,1875,1616,879,35152,847,2684,46337,664614,15654,5233,48258,9964,79109,743723
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Profound and multiple learning difficulty,7446,2707210,383301,360279,23022,14.15852,13.30813,0.8504,3366,45.20548,1218404,312509,292693,19816,25.64905,24.02266,1.62639,235198,58329,1168,281,142,17965,1081,357,43758,358279,3032,2257,14782,2837,22908,381187
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Speech language and communications needs,100721,36645644,2114929,1697408,417521,5.7713,4.63195,1.13935,16072,15.95695,5689139,918951,659824,259127,16.15273,11.59796,4.55477,1223776,171069,11330,3857,8056,125165,2550,22678,118631,1687112,82615,32187,253803,46140,414745,2101857
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Severe learning difficulty,22872,8286657,619849,556607,63242,7.48009,6.71691,0.76318,5376,23.50472,1922662,355469,308975,46494,18.48838,16.07017,2.41821,356738,86720,2432,377,994,50852,2448,3772,48146,552479,9884,4932,39756,7775,62347,614826
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Specific learning difficulty,61616,22127407,1502184,1150240,351944,6.78879,5.19826,1.59053,12596,20.44274,4379472,786678,527807,258871,17.96285,12.05184,5.91101,832966,103271,3054,7315,5469,65743,788,29852,94769,1143227,45565,22053,241029,41585,350232,1493459
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Visual impairment,7306,2644577,183635,154196,29439,6.94383,5.83065,1.11318,1555,21.28388,550660,97196,77654,19542,17.65082,14.10199,3.54883,99974,28760,941,1014,83,10160,352,1282,10074,152640,6320,1854,17403,3421,28998,181638
Academic year,six half terms,201213,National,E92000001,England,Total,SEN primary need,SEN primary need Unclassified,178448,56783274,5506180,3578962,1927218,9.69683,6.30285,3.39399,56222,31.5061,16515281,3874818,2210971,1663847,23.46202,13.38743,10.07459,2049368,298406,9181,23419,13935,160016,2051,377667,622904,3556947,123460,113328,1531687,144875,1913350,5470297
Academic year,six half terms,201213,National,E92000001,England,Total,First Language,First language Known or believed to be English,5406721,1913418462,101838849,82057932,19780917,5.32235,4.28855,1.0338,744490,13.76971,244528289,41893198,29077441,12815757,17.13225,11.89124,5.24101,59726998,6268636,144373,735629,303087,7222194,54448,1250156,5907975,81613496,3872449,1255214,12461965,2085449,19675077,101288573
Academic year,six half terms,201213,National,E92000001,England,Total,First Language,First language Known or believed to be other than English,1055969,363882239,18018357,13542621,4475736,4.9517,3.7217,1.23,136349,12.91222,42503650,6692744,4334340,2358404,15.74628,10.19757,5.54871,9816847,1015825,409139,65321,6719,1029373,72103,141391,904473,13461191,1351139,165816,2390154,546071,4453180,17914371
Academic year,six half terms,201213,National,E92000001,England,Total,First Language,First language Unclassified,15035,4940592,282970,208228,74742,5.72745,4.21464,1.51281,2474,16.45494,700152,130525,81727,48798,18.64238,11.67275,6.96963,147848,15746,2374,2115,474,13345,422,5224,18167,205715,11829,3193,48912,9824,73758,279473
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Total,Total,3546448,1265023536,59203594,49047253,10156341,4.68004,3.87718,0.80286,388452,10.95327,126288153,18886764,13866190,5020574,14.95529,10.9798,3.97549,35856214,3108329,333968,1784,237083,6211013,97567,199236,2907763,48952957,3281947,773557,5044288,1034108,10133900,59086857
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Gender,Gender male,1810492,645569377,30423007,25210600,5212407,4.71259,3.90517,0.80741,201068,11.10571,65344819,9865237,7262932,2602305,15.0972,11.11478,3.98242,18335481,1647047,171476,933,121821,3131494,50116,179844,1523323,25161535,1655567,398059,2614549,532177,5200352,30361887
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Gender,Gender female,1735956,619454159,28780587,23836653,4943934,4.64612,3.84801,0.79811,187384,10.79428,60943334,9021527,6603258,2418269,14.80314,10.83508,3.96806,17520733,1461282,162492,851,115262,3079519,47451,19392,1384440,23791422,1626380,375498,2429739,501931,4933548,28724970
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major White Total,2634916,958325934,45140503,38087476,7053027,4.71035,3.97438,0.73597,282254,10.71207,95143575,14219565,10707520,3512045,14.94538,11.25407,3.69131,27788425,2408755,50677,1210,222270,5227358,32554,152941,2157495,38041685,2260557,565140,3513351,704102,7043150,45084835
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White British,2440906,890537416,40862503,34854307,6008196,4.58852,3.91385,0.67467,244992,10.03693,83395310,12210377,9351191,2859186,14.64156,11.21309,3.42847,25489333,2225429,30556,1006,58680,4905089,24239,143930,1935119,34813381,1990557,521666,2897149,590140,5999512,40812893
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Irish,10324,3722822,193324,157889,35435,5.19294,4.24111,0.95183,1400,13.56064,446790,75550,53343,22207,16.90951,11.93917,4.97034,112569,9895,146,8,5665,14767,110,604,14050,157814,7047,2691,20826,4843,35407,193221
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Traveller of Irish heritage,3690,1092831,228872,150625,78247,20.94304,13.78301,7.16003,2580,69.9187,737956,208974,136028,72946,28.31795,18.43308,9.88487,54114,3761,263,1,73226,2670,14,1335,15238,150622,3899,3715,63866,6761,78241,228863
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Gypsy Roma,11524,3699213,528508,328978,199530,14.28704,8.89319,5.39385,6452,55.9875,1991128,436705,263761,172944,21.93254,13.24681,8.68573,194351,14611,232,1,80549,8473,136,2052,28520,328925,18616,8543,154865,17493,199517,528442
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor Any other white background,168472,59273652,3327296,2595677,731619,5.61345,4.37914,1.23431,26830,15.9255,8572391,1287959,903197,384762,15.0245,10.53612,4.48839,1938058,155059,19480,194,4150,296359,8055,5020,164568,2590943,240438,28525,376645,84865,730473,3321416
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Mixed Total,176578,63252744,3149521,2480072,669449,4.97926,3.92089,1.05837,22802,12.91327,7475433,1136257,773348,362909,15.19988,10.34519,4.85469,1844961,158305,18400,115,583,245062,6779,15188,184834,2474227,153487,72119,366894,74825,667325,3141552
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White and Black Caribbean,49944,17901198,970945,731535,239410,5.42391,4.08651,1.3374,7797,15.61148,2584347,397044,260084,136960,15.36342,10.06382,5.2996,559038,47328,986,38,64,56759,640,7180,57586,729619,38925,30355,139785,29578,238643,968262
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White and Black African,22285,7913830,367238,287245,79993,4.64046,3.62966,1.0108,2620,11.75679,842818,128751,86719,42032,15.27625,10.28917,4.98708,212826,19431,2308,16,15,26272,609,1951,23196,286624,18421,8367,43451,9431,79670,366294
Academic year,six half terms,201213,National,E92000001,England,State-funded primary,Minor ethnic groups,Ethnicity Minor White and Asian,40413,14577508,685088,564112,120976,4.69962,3.86974,0.82988,4466,11.0509,1470891,219883,155790,64093,14.94897,10.59154,4.35743,411418,34732,6720,30,248,67494,2647,1538,37843,562670,36481,10258,62638,11163,120540,683210
